SSrgM, 0
SSrgm, 0
SSrGM, 0
SSRgM, 0
SSRGR, 0
SSRGP, 0
SSRMP, 0
SSRmP, 0
SSgMP, 0
SSgMd, 0
SSgMD, 0
SSGMP, 0
SSGmP, 0
SSGmD, 0
SSMGP, 0
SSdnP, 0
SSDPG, 0
SSDPM, 0
SSDPD, 0
SSnPM, 0
SSndM, 0
SSndP, 0
SSnDP, 0
SSNPG, 0
SSNdM, 0
SSNdP, 0
SSNDM, 0
SSNDm, 0
SSNDP, 1
SrgrS, 0
SrgMS, 0
SrgMr, 0
SrgMg, 0
SrgMM, 0
SrgMP, 0
SrgMd, 0
SrgMn, 0
SrgmS, 0
Srgmr, 0
Srgmg, 0
Srgmm, 0
SrgmP, 0
Srgmd, 0
SrgmD, 0
SrgmN, 0
SrGrS, 0
SrGMS, 0
SrGMr, 0
SrGMG, 0
SrGMM, 0
SrGMP, 0
SrGMd, 0
SrGMD, 0
SrGMn, 0
SrGMN, 0
SrGmD, 0
SRSRG, 0
SRgRS, 0
SRgMS, 0
SRgMR, 0
SRgMg, 0
SRgMM, 0
SRgMP, 0
SRgMd, 0
SRgMD, 0
SRgMn, 0
SRGRS, 0
SRGRR, 0
SRGRG, 0
SRGRP, 0
SRGRD, 0
SRGmD, 1
SRGPS, 0
SRGPR, 0
SRGPG, 0
SRGPP, 0
SRGPD, 0
SRGPN, 0
SRGNS, 0
SRMRS, 0
SRMgR, 0
SRMGR, 0
SRMPS, 0
SRMPR, 0
SRMPg, 0
SRMPG, 0
SRMPM, 0
SRMPP, 0
SRMPd, 0
SRMPD, 0
SRMPn, 0
SRMPN, 0
SRmRS, 0
SRmPS, 0
SRmPR, 0
SRmPm, 0
SRmPP, 0
SRmPD, 0
SRmPn, 0
SgMRS, 0
SgMgS, 0
SgMgR, 0
SgMgM, 0
SgMPS, 0
SgMPR, 0
SgMPg, 0
SgMPM, 0
SgMPP, 0
SgMPd, 0
SgMPD, 0
SgMPn, 0
SgMdS, 0
SgMdg, 0
SgMdM, 0
SgMdd, 0
SgMdn, 0
SgMdN, 0
SgMDS, 0
SgMDR, 0
SgMDg, 0
SgMDM, 0
SgMDP, 0
SgMDD, 0
SgMDn, 0
SgMDN, 0
SgmPd, 0
SGRGS, 0
SGRGN, 0
SGMgS, 0
SGMGR, 0
SGMGM, 0
SGMPS, 0
SGMPR, 0
SGMPg, 0
SGMPG, 0
SGMPM, 0
SGMPm, 0
SGMPP, 0
SGMPd, 0
SGMPD, 0
SGMPn, 0
SGMPN, 0
SGmrG, 0
SGmGS, 0
SGmGR, 0
SGmGm, 0
SGmPS, 0
SGmPR, 0
SGmPG, 0
SGmPm, 0
SGmPP, 0
SGmPD, 0
SGmPN, 0
SGmDS, 0
SGmDG, 0
SGmDM, 0
SGmDm, 0
SGmDD, 0
SGmDN, 1
SGPGR, 0
SGPmP, 0
SGPDS, 0
SGPNS, 0
SMgrS, 0
SMgRS, 0
SMGrS, 0
SMGRS, 0
SMGRG, 0
SMGMg, 0
SMGmG, 0
SMGPS, 0
SMGPR, 0
SMGPG, 0
SMGPM, 0
SMGPm, 0
SMGPP, 0
SMGPD, 0
SMGPN, 0
SMPgM, 0
SMPdn, 0
SMPdN, 0
SMPDS, 0
SMPDg, 0
SMPDn, 0
SMPnS, 0
SMPNS, 0
SMdnS, 0
SMdNS, 0
SMDnS, 0
SmgrS, 0
SmGrS, 0
SmGRS, 1
SmGmG, 0
SmPGM, 0
SmPdN, 0
SmPDS, 0
SmPDP, 0
SmPDN, 0
SmPNS, 0
SmDNS, 1
SPRGR, 0
SPRGm, 1
SPgMR, 0
SPGRS, 0
SPGMG, 0
SPMRS, 0
SPMgS, 0
SPMgr, 0
SPMgR, 0
SPMGr, 0
SPMGR, 0
SPMGM, 0
SPMPg, 0
SPmRS, 0
SPmgr, 0
SPmGr, 0
SPmGR, 1
SPmGm, 0
SPmPG, 0
SPmPD, 0
SPdnS, 0
SPdNS, 0
SPDgM, 0
SPDGP, 0
SPDPM, 0
SPDnS, 0
SPDNS, 0
SPnSg, 0
SdMgS, 0
SdPMg, 0
SdPMG, 0
SdnSR, 0
SdnSd, 0
SdnPS, 0
SdnPR, 0
SdnPg, 0
SdnPM, 0
SdnPP, 0
SdnPd, 0
SdnPn, 0
SDRSR, 0
SDgMg, 0
SDGPG, 0
SDGPD, 0
SDMGm, 0
SDMPD, 0
SDmGr, 0
SDPRG, 0
SDPGS, 0
SDPGR, 0
SDPGG, 0
SDPGP, 0
SDPGD, 0
SDPMS, 0
SDPMR, 0
SDPMg, 0
SDPMG, 0
SDPMM, 0
SDPMP, 0
SDPMD, 0
SDPmR, 0
SDPmg, 0
SDPmG, 1
SDPmP, 0
SDPDS, 0
SDPDR, 0
SDPDG, 0
SDPDP, 0
SDPDD, 0
SnSgM, 0
SnPMS, 0
SnPMR, 0
SnPMg, 0
SnPMG, 0
SnPMM, 0
SnPMP, 0
SnPMn, 0
SnPMN, 0
SnPnS, 0
SnPNS, 0
SndMS, 0
SndMg, 0
SndMM, 0
SndMd, 0
SndMn, 0
SndPS, 0
SndPr, 0
SndPR, 0
SndPg, 0
SndPM, 0
SndPP, 0
SndPd, 0
SndPn, 0
SndnS, 0
SnDPS, 0
SnDPr, 0
SnDPR, 0
SnDPg, 0
SnDPG, 0
SnDPM, 0
SnDPm, 0
SnDPP, 0
SnDPD, 0
SnDPn, 0
SnDPN, 0
SnDnS, 0
SNSRM, 0
SNSGM, 0
SNrGm, 0
SNRGm, 1
SNPGS, 0
SNPGR, 0
SNPGG, 0
SNPGP, 0
SNPGN, 0
SNPNS, 0
SNdMS, 0
SNdMg, 0
SNdMM, 0
SNdMd, 0
SNdMN, 0
SNdPS, 0
SNdPr, 0
SNdPG, 0
